name,artist,rank,weeks
Take My Breath,The Weeknd,70,14
Moth To A Flame,Swedish House Mafia,71,3
A-O-K,Tai Verdes,72,19
Screwin,Summer Walker,73,1
Bubbly,Young Thug With Drake,74,4
Whiskey And Rain,Michael Ray,75,6
Broken Promises,Summer Walker,76,1
Dat Right There,"Summer Walker, Pharrell Williams",77,1
Tequila Little Time,Jon Pardi,78,5
Memory I Don't Mess With,Lee Brice,79,16
Sad Girlz Luv Money,Amaarae,80,1
Slow Down Summer,Thomas Rhett,81,1
'Til You Can't,Cody Johnson,82,5
Woman,Doja Cat,83,15
Freedom Was A Highway,Jimmie Allen,84,5
Overpass Graffiti,Ed Sheeran,85,2
Big Energy,Latto,86,3
Hurricane,Kanye West,87,11
Cold Beer Calling My Name,Jameson Rodgers,88,19
Jumpin,NLE Choppa,89,1
Baddest,"Yung Bleu, Chris Brown",90,15
Jugaste y Sufri,Eslabon Armado,91,6
For Tonight,Giveon,92,6
Maybach,42 Dugg,93,7
Too Easy,Gunna,94,7
Volvi,Aventura x Bad Bunny,95,15
Praise God,Kanye West,96,7
Super Gremlin,Kodak Black,97,1
Poke It Out,Wale,98,3
Half Of My Hometown,Kelsea Ballerini,99,3
2055,Sleepy Hallow,100,17
Easy On Me,Adele,1,4
Stay,The Kid LAROI,2,17
Industry Baby,Lil Nas X,3,15
Bad Habits,Ed Sheeran,4,19
Fancy Like,Walker Hayes,5,20
Shivers,Ed Sheeran,6,8
Way 2 Sexy,Drake,7,9
Need To Know,Doja Cat,8,21
Good 4 U,Olivia Rodrigo,9,25
Heat Waves,Glass Animals,10,42
Levitating,Dua Lipa,11,57
Essence,Wizkid,12,18
Beggin',Maneskin,13,19
Cold Heart (PNAU Remix),Elton John,14,9
Kiss Me More,Doja Cat,15,30
You Right,Doja Cat,16,19
Save Your Tears,The Weeknd,17,47
If I Didn't Love You,Jason Aldean,18,15
Thriller,Michael Jackson,19,21
Traitor,Olivia Rodrigo,20,24
Meet Me At Our Spot,THE ANXIETY: WILLOW,21,8
Knife Talk,Drake,22,9
My Universe,Coldplay x BTS,23,6
Who Want Smoke??,Nardo Wick,24,4
Chasing After You,Ryan Hurd With Maren Morris,25,27
Girls Want Girls,Drake,26,9
Montero (Call Me By Your Name),Lil Nas X,27,32
Happier Than Ever,Billie Eilish,28,14
Better Days,NEIKED X Mae Muller X Polo G,29,3
Pepas,Farruko,30,15
Buy Dirt,Jordan Davis,31,13
Thats What I Want,Lil Nas X,32,7
Love Nwantiti (Ah Ah Ah),CKay,33,7
Cold As You,Luke Combs,34,14
Ghost,Justin Bieber,35,6
Thinking 'Bout You,Dustin Lynch,36,12
Monster Mash,"Bobby ""Boris"" Pickett",37,38
Wockesha,Moneybagg Yo,38,28
You Should Probably Leave,Chris Stapleton,39,18
Ghostbusters,Ray Parker Jr.,40,22
Overpass Graffiti,Ed Sheeran,41,1
Somebody's Watching Me,Rockwell,42,20
Wild Side,Normani,43,16
Leave The Door Open,Silk Sonic,44,35
Take My Breath,The Weeknd,45,13
Gyalis,Capella Grey,46,14
I Was On A Boat That Day,Old Dominion,47,18
Same Boat,Zac Brown Band,48,7
Family Ties,Baby Keem,49,10
Sharing Locations,Meek Mill,50,10
Have Mercy,Chloe,51,8
A-O-K,Tai Verdes,52,18
Chosen,Blxst,53,6
Moth To A Flame,Swedish House Mafia,54,2
Fair Trade,Drake,55,9
Bubbly,Young Thug With Drake,56,3
Knowing You,Kenny Chesney,57,12
Memory I Don't Mess With,Lee Brice,58,15
One Mississippi,Kane Brown,59,6
Memory,Kane Brown X blackbear,60,17
Demon High,Lil Uzi Vert,61,1
Sand In My Boots,Morgan Wallen,62,16
Hurricane,Kanye West,63,10
Woman,Doja Cat,64,14
Baddest,"Yung Bleu, Chris Brown",65,14
Cold Beer Calling My Name,Jameson Rodgers,66,18
Whiskey And Rain,Michael Ray,67,5
Tequila Little Time,Jon Pardi,68,4
Too Easy,Gunna,69,6
'Til You Can't,Cody Johnson,70,4
Jugaste y Sufri,Eslabon Armado,71,5
Volvi,Aventura x Bad Bunny,72,14
Love Again,Dua Lipa,73,16
Maybach,42 Dugg,74,6
My Boy,Elvie Shane,75,19
Big Energy,Latto,76,2
2055,Sleepy Hallow,77,16
Praise God,Kanye West,78,6
Poke It Out,Wale,79,2
For Tonight,Giveon,80,5
Rap Freaks,Yung Miami,81,1
Eat It,Megan Thee Stallion,82,1
Esta Danada,Ivan Cornejo,83,5
Freedom Was A Highway,Jimmie Allen,84,4
Whole Lotta Money,BIA,85,17
Switches & Dracs,Moneybagg Yo,86,2
Half Of My Hometown,Kelsea Ballerini,87,2
Get Into It (Yuh),Doja Cat,88,13
Pissed Me Off,Lil Durk,89,3
Lo Siento BB:/,"Tainy, Bad Bunny",90,4
"Ya Superame (En Vivo Desde Culiacan, Sinaloa)",Grupo Firme,91,3
Who's In Your Head,Jonas Brothers,92,4
Money,Lisa,93,2
Come Through,H.E.R.,94,17
WFM,RealestK,95,4
Lets Go Brandon,Loza Alexander,96,3
Just About Over You,Priscilla Block,97,4
To Be Loved By You,Parker McCollum,98,2
Let's Go Brandon,Bryson Gray,99,2
Ghost Town,Benson Boone,100,1
Easy On Me,Adele,1,3
Stay,The Kid LAROI,2,16
Industry Baby,Lil Nas X,3,14
Fancy Like,Walker Hayes,4,19
Bad Habits,Ed Sheeran,5,18
Way 2 Sexy,Drake,6,8
Shivers,Ed Sheeran,7,7
Good 4 U,Olivia Rodrigo,8,24
Need To Know,Doja Cat,9,20
Levitating,Dua Lipa,10,56
Essence,Wizkid,11,17
Kiss Me More,Doja Cat,12,29
Heat Waves,Glass Animals,13,41
Beggin',Maneskin,14,18
Cold Heart (PNAU Remix),Elton John,15,8
You Right,Doja Cat,16,18
Save Your Tears,The Weeknd,17,46
If I Didn't Love You,Jason Aldean,18,14
Traitor,Olivia Rodrigo,19,23
My Universe,Coldplay x BTS,20,5
Who Want Smoke??,Nardo Wick,21,3
Knife Talk,Drake,22,8
Meet Me At Our Spot,THE ANXIETY: WILLOW,23,7
Montero (Call Me By Your Name),Lil Nas X,24,31
Chasing After You,Ryan Hurd With Maren Morris,25,26
Girls Want Girls,Drake,26,8
Moth To A Flame,Swedish House Mafia,27,1
Let's Go Brandon,Bryson Gray,28,1
Thats What I Want,Lil Nas X,29,6
Pepas,Farruko,30,14
Love Nwantiti (Ah Ah Ah),CKay,31,6
Take My Breath,The Weeknd,32,12
Happier Than Ever,Billie Eilish,33,13
Wockesha,Moneybagg Yo,34,27
Better Days,NEIKED X Mae Muller X Polo G,35,2
Buy Dirt,Jordan Davis,36,12
Ghost,Justin Bieber,37,5
Lets Go Brandon,Loza Alexander,38,2
Cold As You,Luke Combs,39,13
A-O-K,Tai Verdes,40,17
You Should Probably Leave,Chris Stapleton,41,17
Leave The Door Open,Silk Sonic,42,34
Thinking 'Bout You,Dustin Lynch,43,11
Memory I Don't Mess With,Lee Brice,44,14
Bubbly,Young Thug With Drake,45,2
Wild Side,Normani,46,15
Sharing Locations,Meek Mill,47,9
Gyalis,Capella Grey,48,13
I Was On A Boat That Day,Old Dominion,49,17
Family Ties,Baby Keem,50,9
Have Mercy,Chloe,51,7
Fair Trade,Drake,52,8
Same Boat,Zac Brown Band,53,6
My Boy,Elvie Shane,54,18
Hurricane,Kanye West,55,9
Chosen,Blxst,56,5
Baddest,"Yung Bleu, Chris Brown",57,13
Knowing You,Kenny Chesney,58,11
Memory,Kane Brown X blackbear,59,16
Cold Beer Calling My Name,Jameson Rodgers,60,17
Not In The Mood,"Lil Tjay, Fivio Foreign",61,1
Pissed Me Off,Lil Durk,62,2
Woman,Doja Cat,63,13
Sand In My Boots,Morgan Wallen,64,15
'Til You Can't,Cody Johnson,65,3
Love Again,Dua Lipa,66,15
Whiskey And Rain,Michael Ray,67,4
One Mississippi,Kane Brown,68,5
Switches & Dracs,Moneybagg Yo,69,1
Jugaste y Sufri,Eslabon Armado,70,4
Too Easy,Gunna,71,5
Esta Danada,Ivan Cornejo,72,4
Volvi,Aventura x Bad Bunny,73,13
Tequila Little Time,Jon Pardi,74,3
Whole Lotta Money,BIA,75,16
2055,Sleepy Hallow,76,15
Maybach,42 Dugg,77,5
WFM,RealestK,78,3
Poke It Out,Wale,79,1
Praise God,Kanye West,80,5
Lo Siento BB:/,"Tainy, Bad Bunny",81,3
Freedom Was A Highway,Jimmie Allen,82,3
For Tonight,Giveon,83,4
Thot Shit,Megan Thee Stallion,84,20
Like A Lady,Lady A,85,3
Get Into It (Yuh),Doja Cat,86,12
Scorpio,Moneybagg Yo,87,1
Big Energy,Latto,88,1
Half Of My Hometown,Kelsea Ballerini,89,1
Money,Lisa,90,1
No Friends In The Industry,Drake,91,8
"Ya Superame (En Vivo Desde Culiacan, Sinaloa)",Grupo Firme,92,2
Who's In Your Head,Jonas Brothers,93,3
In The Bible,Drake,94,8
Just About Over You,Priscilla Block,95,3
To Be Loved By You,Parker McCollum,96,1
Ain't Shit,Doja Cat,97,14
Life Goes On,Oliver Tree,98,2
Come Through,H.E.R.,99,16
Nevada,YoungBoy Never Broke Again,100,4
Easy On Me,Adele,1,2
Stay,The Kid LAROI,2,15
Industry Baby,Lil Nas X,3,13
Fancy Like,Walker Hayes,4,18
Bad Habits,Ed Sheeran,5,17
Way 2 Sexy,Drake,6,7
Good 4 U,Olivia Rodrigo,7,23
Levitating,Dua Lipa,8,55
Shivers,Ed Sheeran,9,6
Kiss Me More,Doja Cat,10,28
Need To Know,Doja Cat,11,19
Essence,Wizkid,12,16
My Universe,Coldplay x BTS,13,4
Heat Waves,Glass Animals,14,40
Beggin',Maneskin,15,17
You Right,Doja Cat,16,17
Save Your Tears,The Weeknd,17,45
Knife Talk,Drake,18,7
Who Want Smoke??,Nardo Wick,19,2
Bubbly,Young Thug With Drake,20,1
Cold Heart (PNAU Remix),Elton John,21,7
Traitor,Olivia Rodrigo,22,22
If I Didn't Love You,Jason Aldean,23,13
Montero (Call Me By Your Name),Lil Nas X,24,30
Chasing After You,Ryan Hurd With Maren Morris,25,25
Girls Want Girls,Drake,26,7
Take My Breath,The Weeknd,27,11
Thats What I Want,Lil Nas X,28,5
Pepas,Farruko,29,13
Happier Than Ever,Billie Eilish,30,12
Love Nwantiti (Ah Ah Ah),CKay,31,5
Meet Me At Our Spot,THE ANXIETY: WILLOW,32,6
Wockesha,Moneybagg Yo,33,26
Buy Dirt,Jordan Davis,34,11
Memory I Don't Mess With,Lee Brice,35,13
A-O-K,Tai Verdes,36,16
My Boy,Elvie Shane,37,17
Ghost,Justin Bieber,38,4
Pissed Me Off,Lil Durk,39,1
You Should Probably Leave,Chris Stapleton,40,16
Cold As You,Luke Combs,41,12
I Was On A Boat That Day,Old Dominion,42,16
Sharing Locations,Meek Mill,43,8
Leave The Door Open,Silk Sonic,44,33
Lets Go Brandon,Loza Alexander,45,1
Gyalis,Capella Grey,46,12
Wild Side,Normani,47,14
Fair Trade,Drake,48,7
Leave Before You Love Me,Marshmello X Jonas Brothers,49,22
Deja Vu,Olivia Rodrigo,50,29
Thinking 'Bout You,Dustin Lynch,51,10
Family Ties,Baby Keem,52,8
Have Mercy,Chloe,53,6
Cold Beer Calling My Name,Jameson Rodgers,54,16
Same Boat,Zac Brown Band,55,5
Ex For A Reason,Summer Walker,56,1
Better Days,NEIKED X Mae Muller X Polo G,57,1
Hurricane,Kanye West,58,8
Baddest,"Yung Bleu, Chris Brown",59,12
Late At Night,Roddy Ricch,60,20
Love Again,Dua Lipa,61,14
Memory,Kane Brown X blackbear,62,15
Chosen,Blxst,63,4
Knowing You,Kenny Chesney,64,10
Woman,Doja Cat,65,12
Esta Danada,Ivan Cornejo,66,3
WFM,RealestK,67,2
Livin It Up,Young Thug With Post Malone,68,1
Stressed,Young Thug With J. Cole,69,1
Whole Lotta Money,BIA,70,15
Too Easy,Gunna,71,4
2055,Sleepy Hallow,72,14
Lo Siento BB:/,"Tainy, Bad Bunny",73,2
Sand In My Boots,Morgan Wallen,74,14
Volvi,Aventura x Bad Bunny,75,12
'Til You Can't,Cody Johnson,76,2
Jugaste y Sufri,Eslabon Armado,77,3
Rich N***a Shit,Young Thug With Juice WRLD,78,1
Yonaguni,Bad Bunny,79,20
One Mississippi,Kane Brown,80,4
Whiskey And Rain,Michael Ray,81,3
Thot Shit,Megan Thee Stallion,82,19
Tequila Little Time,Jon Pardi,83,2
Freedom Was A Highway,Jimmie Allen,84,2
Maybach,42 Dugg,85,4
Get Into It (Yuh),Doja Cat,86,11
No Friends In The Industry,Drake,87,7
For Tonight,Giveon,88,3
Praise God,Kanye West,89,4
Champagne Poetry,Drake,90,7
Let Somebody Go,Coldplay X Selena Gomez,91,1
"Ya Superame (En Vivo Desde Culiacan, Sinaloa)",Grupo Firme,92,1
You Time,Scotty McCreery,93,12
In The Bible,Drake,94,7
Peepin Out The Window,Young Thug With Future,95,1
Who's In Your Head,Jonas Brothers,96,2
Woo Baby,Pop Smoke,97,3
Flocky Flocky,Don Toliver,98,2
Like A Lady,Lady A,99,2
Just About Over You,Priscilla Block,100,2
Industry Baby,Lil Nas X,1,12
Stay,The Kid LAROI,2,14
Fancy Like,Walker Hayes,3,17
Bad Habits,Ed Sheeran,4,16
Way 2 Sexy,Drake,5,6
Good 4 U,Olivia Rodrigo,6,22
Kiss Me More,Doja Cat,7,27
Levitating,Dua Lipa,8,54
Essence,Wizkid,9,15
Shivers,Ed Sheeran,10,5
Need To Know,Doja Cat,11,18
Heat Waves,Glass Animals,12,39
Save Your Tears,The Weeknd,13,44
Knife Talk,Drake,14,6
Beggin',Maneskin,15,16
You Right,Doja Cat,16,16
Who Want Smoke??,Nardo Wick,17,1
My Universe,Coldplay x BTS,18,3
If I Didn't Love You,Jason Aldean,19,12
Montero (Call Me By Your Name),Lil Nas X,20,29
Traitor,Olivia Rodrigo,21,21
Girls Want Girls,Drake,22,6
Chasing After You,Ryan Hurd With Maren Morris,23,24
Take My Breath,The Weeknd,24,10
Cold Heart (PNAU Remix),Elton John,25,6
Thats What I Want,Lil Nas X,26,4
Pepas,Farruko,27,12
My Boy,Elvie Shane,28,16
Wockesha,Moneybagg Yo,29,25
Happier Than Ever,Billie Eilish,30,11
Love Nwantiti (Ah Ah Ah),CKay,31,4
Ghost,Justin Bieber,32,3
Cold Beer Calling My Name,Jameson Rodgers,33,15
A-O-K,Tai Verdes,34,15
Memory I Don't Mess With,Lee Brice,35,12
Sharing Locations,Meek Mill,36,7
I Was On A Boat That Day,Old Dominion,37,15
Leave The Door Open,Silk Sonic,38,32
Fair Trade,Drake,39,6
Buy Dirt,Jordan Davis,40,10
Peaches,Justin Bieber,41,30
Deja Vu,Olivia Rodrigo,42,28
You Should Probably Leave,Chris Stapleton,43,15
Meet Me At Our Spot,THE ANXIETY: WILLOW,44,5
Cold As You,Luke Combs,45,11
Gyalis,Capella Grey,46,11
Love Again,Dua Lipa,47,13
Leave Before You Love Me,Marshmello X Jonas Brothers,48,21
Family Ties,Baby Keem,49,7
Hurricane,Kanye West,50,7
Lo Siento BB:/,"Tainy, Bad Bunny",51,1
Wild Side,Normani,52,13
Flocky Flocky,Don Toliver,53,1
Have Mercy,Chloe,54,5
Thinking 'Bout You,Dustin Lynch,55,9
Baddest,"Yung Bleu, Chris Brown",56,11
Late At Night,Roddy Ricch,57,19
2055,Sleepy Hallow,58,13
Whole Lotta Money,BIA,59,14
Memory,Kane Brown X blackbear,60,14
Esta Danada,Ivan Cornejo,61,2
Knowing You,Kenny Chesney,62,9
Woman,Doja Cat,63,11
Same Boat,Zac Brown Band,64,4
Chosen,Blxst,65,3
Too Easy,Gunna,66,3
Volvi,Aventura x Bad Bunny,67,11
Easy On Me,Adele,68,1
Jugaste y Sufri,Eslabon Armado,69,2
Todo de Ti,Rauw Alejandro,70,20
Thot Shit,Megan Thee Stallion,71,18
Sand In My Boots,Morgan Wallen,72,13
Drinkin' Beer. Talkin' God. Amen.,Chase Rice,73,20
No Friends In The Industry,Drake,74,6
WFM,RealestK,75,1
Yonaguni,Bad Bunny,76,19
Champagne Poetry,Drake,77,6
One Mississippi,Kane Brown,78,3
Get Into It (Yuh),Doja Cat,79,10
You Time,Scotty McCreery,80,11
Your Heart,Joyner Lucas,81,3
Whiskey And Rain,Michael Ray,82,2
In The Bible,Drake,83,6
Summer Of Love,Shawn Mendes,84,8
Maybach,42 Dugg,85,3
Tequila Little Time,Jon Pardi,86,1
Waves,Luke Bryan,87,17
Freedom Was A Highway,Jimmie Allen,88,1
Nevada,YoungBoy Never Broke Again,89,3
Like A Lady,Lady A,90,1
Life Goes On,Oliver Tree,91,1
Woo Baby,Pop Smoke,92,2
Life Support,YoungBoy Never Broke Again,93,5
'Til You Can't,Cody Johnson,94,1
Who's In Your Head,Jonas Brothers,95,1
Ain't Shit,Doja Cat,96,13
Just About Over You,Priscilla Block,97,1
For Tonight,Giveon,98,2
Praise God,Kanye West,99,3
Bad Morning,YoungBoy Never Broke Again,100,3
Stay,The Kid LAROI,1,13
Industry Baby,Lil Nas X,2,11
Fancy Like,Walker Hayes,3,16
Way 2 Sexy,Drake,4,5
Bad Habits,Ed Sheeran,5,15
Good 4 U,Olivia Rodrigo,6,21
Kiss Me More,Doja Cat,7,26
Levitating,Dua Lipa,8,53
Knife Talk,Drake,9,5
Essence,Wizkid,10,14
Shivers,Ed Sheeran,11,4
My Universe,Coldplay x BTS,12,2
Need To Know,Doja Cat,13,17
Save Your Tears,The Weeknd,14,43
Heat Waves,Glass Animals,15,38
Beggin',Maneskin,16,15
Montero (Call Me By Your Name),Lil Nas X,17,28
You Right,Doja Cat,18,15
If I Didn't Love You,Jason Aldean,19,11
Girls Want Girls,Drake,20,5
Traitor,Olivia Rodrigo,21,20
Take My Breath,The Weeknd,22,9
Sharing Locations,Meek Mill,23,6
Chasing After You,Ryan Hurd With Maren Morris,24,23
Pepas,Farruko,25,11
Thats What I Want,Lil Nas X,26,3
Wockesha,Moneybagg Yo,27,24
Cold Beer Calling My Name,Jameson Rodgers,28,14
Happier Than Ever,Billie Eilish,29,10
Fair Trade,Drake,30,5
Deja Vu,Olivia Rodrigo,31,27
Cold Heart (PNAU Remix),Elton John,32,5
Memory I Don't Mess With,Lee Brice,33,11
A-O-K,Tai Verdes,34,14
Love Nwantiti (Ah Ah Ah),CKay,35,3
Intro (Hate On Me),Meek Mill,36,1
Leave The Door Open,Silk Sonic,37,31
Gyalis,Capella Grey,38,10
Peaches,Justin Bieber,39,29
Leave Before You Love Me,Marshmello X Jonas Brothers,40,20
Love Again,Dua Lipa,41,12
My Boy,Elvie Shane,42,15
Buy Dirt,Jordan Davis,43,9
Hurricane,Kanye West,44,6
I Was On A Boat That Day,Old Dominion,45,14
Family Ties,Baby Keem,46,6
Meet Me At Our Spot,THE ANXIETY: WILLOW,47,4
Wild Side,Normani,48,12
Late At Night,Roddy Ricch,49,18
Have Mercy,Chloe,50,4
You Should Probably Leave,Chris Stapleton,51,14
Whole Lotta Money,BIA,52,13
Cold As You,Luke Combs,53,10
You Time,Scotty McCreery,54,10
Drunk (And I Don't Wanna Go Home),Elle King,55,24
Baddest,"Yung Bleu, Chris Brown",56,10
Thinking 'Bout You,Dustin Lynch,57,8
Butter,BTS,58,20
Too Easy,Gunna,59,2
Hot,Meek Mill,60,1
Your Heart,Joyner Lucas,61,2
Woman,Doja Cat,62,10
2055,Sleepy Hallow,63,12
No Friends In The Industry,Drake,64,5
Champagne Poetry,Drake,65,5
Expensive Pain,Meek Mill,66,1
Knowing You,Kenny Chesney,67,8
Memory,Kane Brown X blackbear,68,13
On My Soul,Meek Mill,69,1
Thot Shit,Megan Thee Stallion,70,17
Drinkin' Beer. Talkin' God. Amen.,Chase Rice,71,19
Blue Note$ II,Meek Mill,72,2
Volvi,Aventura x Bad Bunny,73,10
Todo de Ti,Rauw Alejandro,74,19
Jugaste y Sufri,Eslabon Armado,75,1
Outside (100 MPH),Meek Mill,76,1
Same Boat,Zac Brown Band,77,3
Last One Standing,"Skylar Grey, Polo G, Mozzy",78,1
In The Bible,Drake,79,5
Chosen,Blxst,80,2
Bad Morning,YoungBoy Never Broke Again,81,2
Yonaguni,Bad Bunny,82,18
The Feels,TWICE,83,1
Summer Of Love,Shawn Mendes,84,7
Get Into It (Yuh),Doja Cat,85,9
Nevada,YoungBoy Never Broke Again,86,2
Waves,Luke Bryan,87,16
Life Support,YoungBoy Never Broke Again,88,4
Me (FWM),Meek Mill,89,1
Love Train,Meek Mill,90,1
Feelin Like Tunechi,Lil Wayne,91,1
One Mississippi,Kane Brown,92,2
Ghost,Justin Bieber,93,2
Sand In My Boots,Morgan Wallen,94,12
Ride For You,Meek Mill,95,1
Esta Danada,Ivan Cornejo,96,1
Whiskey And Rain,Michael Ray,97,1
TSU,Drake,98,5
Love All,Drake,99,5
No Where,YoungBoy Never Broke Again,100,2
My Universe,Coldplay x BTS,1,1
Stay,The Kid LAROI,2,12
Industry Baby,Lil Nas X,3,10
Way 2 Sexy,Drake,4,4
Fancy Like,Walker Hayes,5,15
Bad Habits,Ed Sheeran,6,14
Good 4 U,Olivia Rodrigo,7,20
Kiss Me More,Doja Cat,8,25
Knife Talk,Drake,9,4
Levitating,Dua Lipa,10,52
Essence,Wizkid,11,13
Save Your Tears,The Weeknd,12,42
Montero (Call Me By Your Name),Lil Nas X,13,27
Shivers,Ed Sheeran,14,3
Heat Waves,Glass Animals,15,37
Need To Know,Doja Cat,16,16
Girls Want Girls,Drake,17,4
You Right,Doja Cat,18,14
Beggin',Maneskin,19,14
Wockesha,Moneybagg Yo,20,23
If I Didn't Love You,Jason Aldean,21,10
Take My Breath,The Weeknd,22,8
Fair Trade,Drake,23,4
Thats What I Want,Lil Nas X,24,2
Traitor,Olivia Rodrigo,25,19
Cold Beer Calling My Name,Jameson Rodgers,26,13
Chasing After You,Ryan Hurd With Maren Morris,27,22
Bad Morning,YoungBoy Never Broke Again,28,1
Pepas,Farruko,29,10
Deja Vu,Olivia Rodrigo,30,26
Happier Than Ever,Billie Eilish,31,9
Your Heart,Joyner Lucas,32,1
Leave The Door Open,Silk Sonic,33,30
Hurricane,Kanye West,34,5
A-O-K,Tai Verdes,35,13
Butter,BTS,36,19
On My Side,YoungBoy Never Broke Again,37,2
Too Easy,Gunna,38,1
Leave Before You Love Me,Marshmello X Jonas Brothers,39,19
No Where,YoungBoy Never Broke Again,40,1
Peaches,Justin Bieber,41,28
Family Ties,Baby Keem,42,5
Memory I Don't Mess With,Lee Brice,43,10
Late At Night,Roddy Ricch,44,17
Things A Man Oughta Know,Lainey Wilson,45,20
Cold Heart (PNAU Remix),Elton John,46,4
Meet Me At Our Spot,THE ANXIETY: WILLOW,47,3
Life Support,YoungBoy Never Broke Again,48,3
I Was On A Boat That Day,Old Dominion,49,13
Love Nwantiti (Ah Ah Ah),CKay,50,2
Wild Side,Normani,51,11
Whole Lotta Money,BIA,52,12
Hold Me Down,YoungBoy Never Broke Again,53,1
Champagne Poetry,Drake,54,4
Buy Dirt,Jordan Davis,55,8
Have Mercy,Chloe,56,3
Love Again,Dua Lipa,57,11
Nevada,YoungBoy Never Broke Again,58,1
50 Shots,YoungBoy Never Broke Again,59,1
No Friends In The Industry,Drake,60,4
Smoke Strong,YoungBoy Never Broke Again,61,1
Break Or Make Me,YoungBoy Never Broke Again,62,1
You Time,Scotty McCreery,63,9
Gyalis,Capella Grey,64,9
Cold As You,Luke Combs,65,9
My Boy,Elvie Shane,66,14
Sincerely,YoungBoy Never Broke Again,67,1
Drunk (And I Don't Wanna Go Home),Elle King,68,23
I Can't Take It Back,YoungBoy Never Broke Again,69,1
Waves,Luke Bryan,70,15
Sharing Locations,Meek Mill,71,5
In The Bible,Drake,72,4
Thot Shit,Megan Thee Stallion,73,16
Rumors,Lizzo,74,7
Woman,Doja Cat,75,9
Thinking 'Bout You,Dustin Lynch,76,7
Baddest,"Yung Bleu, Chris Brown",77,9
2055,Sleepy Hallow,78,11
Memory,Kane Brown X blackbear,79,12
Forgiato,YoungBoy Never Broke Again,80,1
You Should Probably Leave,Chris Stapleton,81,13
Drinkin' Beer. Talkin' God. Amen.,Chase Rice,82,18
Rich Shit,YoungBoy Never Broke Again,83,1
TSU,Drake,84,4
Volvi,Aventura x Bad Bunny,85,9
Todo de Ti,Rauw Alejandro,86,18
Love All,Drake,87,4
N 2 Deep,Drake,88,4
Yonaguni,Bad Bunny,89,17
Knowing You,Kenny Chesney,90,7
For Tonight,Giveon,91,1
Baddest Thing,YoungBoy Never Broke Again,92,1
Summer Of Love,Shawn Mendes,93,6
Get Into It (Yuh),Doja Cat,94,8
Same Boat,Zac Brown Band,95,2
Pipe Down,Drake,96,4
Papi's Home,Drake,97,4
Chosen,Blxst,98,1
Toxic Punk,YoungBoy Never Broke Again,99,1
Moon,Kanye West,100,5
Stay,The Kid LAROI,1,11
Industry Baby,Lil Nas X,2,9
Way 2 Sexy,Drake,3,3
Bad Habits,Ed Sheeran,4,13
Fancy Like,Walker Hayes,5,14
Good 4 U,Olivia Rodrigo,6,19
Kiss Me More,Doja Cat,7,24
Knife Talk,Drake,8,3
Montero (Call Me By Your Name),Lil Nas X,9,26
Thats What I Want,Lil Nas X,10,1
Levitating,Dua Lipa,11,51
Save Your Tears,The Weeknd,12,41
Girls Want Girls,Drake,13,3
Essence,Wizkid,14,12
Fair Trade,Drake,15,3
Heat Waves,Glass Animals,16,36
Shivers,Ed Sheeran,17,2
Need To Know,Doja Cat,18,15
You Right,Doja Cat,19,13
Beggin',Maneskin,20,13
Take My Breath,The Weeknd,21,7
If I Didn't Love You,Jason Aldean,22,9
Deja Vu,Olivia Rodrigo,23,25
Butter,BTS,24,18
Traitor,Olivia Rodrigo,25,18
Leave Before You Love Me,Marshmello X Jonas Brothers,26,18
Pepas,Farruko,27,9
Happier Than Ever,Billie Eilish,28,8
Cold Beer Calling My Name,Jameson Rodgers,29,12
Champagne Poetry,Drake,30,3
Hurricane,Kanye West,31,4
Chasing After You,Ryan Hurd With Maren Morris,32,21
Leave The Door Open,Silk Sonic,33,29
Things A Man Oughta Know,Lainey Wilson,34,19
Wockesha,Moneybagg Yo,35,22
Peaches,Justin Bieber,36,27
Wildest Dreams (Taylor's Version),Taylor Swift,37,1
Family Ties,Baby Keem,38,4
A-O-K,Tai Verdes,39,12
No Friends In The Industry,Drake,40,3
Arcade,Duncan Laurence,41,24
Scoop,Lil Nas X,42,1
In The Bible,Drake,43,3
Meet Me At Our Spot,THE ANXIETY: WILLOW,44,2
Late At Night,Roddy Ricch,45,16
Rumors,Lizzo,46,6
Dolla Sign Slime,Lil Nas X,47,1
TSU,Drake,48,3
Thot Shit,Megan Thee Stallion,49,15
You Time,Scotty McCreery,50,8
Love Again,Dua Lipa,51,10
Wild Side,Normani,52,10
I Was On A Boat That Day,Old Dominion,53,12
Memory I Don't Mess With,Lee Brice,54,9
